"","x"
"704011",238
"599605",238
"104419",238
"720171",238
"59549",238
"277746",238
"81029",238
"293096",238
"320024",238
"1494926",238
"242021",238
"1232701",238
"726638",238
"1312937",238
"1234828",238
"972670",238
"1342610",238
"1489644",238
"769034",237
"555326",237
"557097",237
"220943",237
"565355",237
"513401",237
"746701",237
"599006",237
"150361",237
"175088",237
"1229881",237
"810301",237
"926191",236
"1566075",236
"16797",236
"703721",236
"189719",236
"64135",236
"1329669",236
"239485",236
"581263",236
"937798",236
"1279749",236
"1378685",236
"512043",236
"856243",236
"1160443",236
"614108",236
"704100",236
"746736",236
"850175",236
"1395269",236
"967479",236
"1243469",236
"333622",235
"344660",235
"704715",235
"468105",235
"564693",235
"836746",235
"1331405",235
"111829",235
"398298",235
"836251",235
"373655",235
"668012",235
"499190",235
"1270138",235
"1230981",235
"788561",234
"987586",234
"534250",234
"194046",234
"217577",234
"788289",234
"303141",234
"600500",234
"903870",234
"753099",234
"1110489",234
"832810",234
"1212469",234
"284602",234
"1230070",234
"1579997",234
"647408",234
"1055222",234
"993161",234
"1551318",234
"94665",233
"1214134",233
"601896",233
"608412",233
"125280",233
"629400",233
"519663",233
"439227",233
"541540",233
"460548",233
"527042",233
"426306",233
"675719",233
"1445470",233
"1021994",233
"635952",233
"1298817",233
"894340",233
"543217",232
"703744",232
"724783",232
"1292423",232
"777287",232
"529018",232
"1439865",232
"389339",232
"539981",232
"1225462",232
"959961",232
"1119323",232
"1260264",232
"259090",232
"998558",232
"493087",231
"1233983",231
"237190",231
"480894",231
"602537",231
"258790",231
"669554",231
"389848",231
"261056",231
"259974",231
"571233",231
"531045",231
"1341833",231
"768437",231
"1238272",231
"1259339",231
"1296322",230
"739204",230
"644609",230
"1208138",230
"1175865",230
"629238",230
"52527",230
"1495083",230
"240994",230
"709771",230
"330896",230
"670095",230
"30225",230
"927602",230
"584635",230
"657003",230
"440897",230
"747898",230
"784958",229
"683006",229
"553270",229
"475337",229
"127532",229
"29040",229
"616053",229
"684030",229
"1097826",229
"189324",229
"671741",229
"519853",229
"302012",229
"433385",229
"1530898",229
"988489",229
"866631",229
"852450",229
"750355",229
"1277249",229
"145315",228
"178846",228
"1188202",228
"497158",228
"1675570",228
"592156",228
"835711",228
"731175",228
"289698",228
"685240",228
"153788",228
"897835",228
"488149",228
"682543",228
"1137284",228
"1516076",228
"1073050",228
"589318",228
"314731",227
"40951",227
"69642",227
"677445",227
"476314",227
"569872",227
"1274873",227
"497106",227
"940003",227
"624005",227
"910611",227
"827440",227
"413827",227
"501786",227
"656937",227
"527719",227
"1463773",227
"1104419",227
"434522",227
"839749",227
"1004887",227
"1044122",227
"1021582",227
"664682",227
"706541",227
"515301",227
"788309",226
"630215",226
"612422",226
"531782",226
"519710",226
"331408",226
"378566",226
"185317",226
"140267",226
"1183746",226
"359776",226
"294858",226
"354863",226
"943846",226
"674843",225
"425424",225
"1720717",225
"739820",225
"183160",225
"1084013",225
"1584450",225
"1225763",225
"970716",225
"812702",225
"1294222",225
"1422893",225
"204651",225
"328240",225
"307919",225
"574129",225
"1347523",225
"716559",225
"1597336",225
"1736854",225
"1100831",225
"1175835",224
"836695",224
"1024349",224
"1641045",224
"750930",224
"404602",224
"528111",224
"900848",224
"817683",224
"624416",224
"474383",224
"264756",224
"1259624",224
"678390",223
"591047",223
"707289",223
"160100",223
"506363",223
"328512",223
"450116",223
"1145859",223
"1714594",223
"677277",223
"703588",223
"640316",223
"354104",223
"650991",223
"1068941",223
"1176825",223
"497963",223
"909946",222
"1228502",222
"675076",222
"602388",222
"358302",222
"549983",222
"519495",222
"689834",222
"1105188",222
"632129",222
"643354",222
"672211",222
"1340600",222
"1517073",222
"679407",221
"337718",221
"199355",221
"725737",221
"184580",221
"1139366",221
"965886",221
"336796",221
"213480",221
"183602",221
"433868",221
"271213",221
"585999",221
"528849",221
"1203106",221
"652570",221
"1418090",221
"399487",221
"826173",221
"932872",221
"743220",221
"1149448",221
"920802",221
"1136162",220
"1265317",220
"644188",220
"1055629",220
"665369",220
"494384",220
"640880",220
"756706",220
"718238",220
"231354",220
"1099144",220
"525019",220
"180562",220
"801685",220
"596648",220
"1333158",220
"1356435",220
"2344232",220
"679955",220
"1333832",220
"140813",219
"672868",219
"720606",219
"573832",219
"946228",219
"125586",219
"187577",219
"568805",219
"1261375",219
"436752",219
"580125",219
"528502",219
"709094",219
"250976",219
"250736",219
"185807",219
"638320",219
"566903",219
"284442",219
"610594",219
"1089340",219
"319507",219
"587470",219
"1199503",219
"874204",218
"7456",218
"151931",218
"141772",218
"722756",218
"517125",218
"687082",218
"688219",218
"633020",218
"632675",218
"1249989",217
"1178740",217
"149454",217
"497357",217
"184720",217
"49218",217
"467158",217
"781211",217
"1106162",217
"666469",217
"635536",217
"1221612",217
"1083144",217
"660645",217
"1237802",217
"432765",217
"1132886",216
"475315",216
"220476",216
"512051",216
"788959",216
"793661",216
"244127",216
"308461",216
"465162",216
"855471",216
"1235139",216
"650967",216
"659159",216
"231865",216
"710782",216
"532409",216
"569709",216
"957759",216
"1275633",216
"1186401",215
"726758",215
"761346",215
"1318560",215
"354742",215
"324355",215
"839358",215
"670919",215
"301950",215
"177509",215
"429985",215
"272589",215
"559878",215
"670765",215
"796533",215
"274043",215
"414877",215
"782050",215
"149972",215
"539532",215
"1652385",215
"721439",215
"729982",215
"337775",214
"232770",214
"507277",214
"256336",214
"169144",214
"439717",214
"1518981",214
"689514",214
"1040733",214
"597890",214
"1142745",214
"862034",214
"650677",214
"1706772",214
"1386535",214
"279983",214
"364078",213
"800726",213
"333071",213
"1205378",213
"424434",213
"304029",213
"427281",213
"411924",213
"643339",213
"669137",213
"437739",213
"369191",213
"250367",213
"702108",213
"1222228",213
"1280075",213
"570820",213
"433088",213
"247474",213
"765859",213
"679622",212
"543851",212
"304561",212
"964986",212
"1181827",212
"116067",212
"728798",212
"1214644",212
"899495",212
"672026",212
"858054",212
"320643",212
"1072265",212
"221178",212
"256456",212
"286430",212
"1674771",212
"1191964",212
"1672496",212
"887847",212
"1143886",212
"586940",211
"78194",211
"619942",211
"641178",211
"594998",211
"158976",211
"1156440",211
"601053",211
"1206643",211
"619777",211
"1047937",211
"898013",211
"877602",211
"1196084",211
"147657",211
"1302279",211
"736577",211
"513472",211
"1125749",211
"747929",211
"403949",211
"262871",211
"764501",211
"1448869",211
"1283537",211
"1582219",210
"173908",210
"51177",210
"95965",210
"175104",210
"502956",210
"1189528",210
"513304",210
"633311",210
"650468",210
"590144",210
"809631",210
"238305",210
"611737",210
"728603",210
"678566",210
"982535",210
"1427333",210
"718630",210
"524960",210
"1436644",210
"1762286",210
"1416817",210
"907223",210
"1211969",210
"1102370",209
"343479",209
"227267",209
"1166471",209
"634166",209
"1172850",209
"528006",209
"216414",209
"602196",209
"1328285",209
"119615",209
"1378505",209
"1362684",209
"918232",209
"1148874",209
"658170",208
"1218499",208
"600114",208
"1022883",208
"190492",208
"617312",208
"268874",208
"1120845",208
"1230561",208
"541953",208
"1451949",208
"578369",208
"226048",208
"613201",208
"300854",208
"812350",208
"721484",208
"522096",207
"83816",207
"672093",207
"1224909",207
"1125450",207
"1209092",207
"1262369",207
"847361",207
"446731",207
"271415",207
"421715",207
"1176318",207
"146556",207
"627671",207
"619953",207
"433187",207
"730166",207
"666816",207
"1246872",207
"257190",207
"441929",207
"1005934",207
"294926",207
"588838",207
"632920",207
"584668",207
"701950",207
"930903",207
"816656",207
"1446472",207
"486674",207
"777104",206
"443774",206
"470649",206
"1084308",206
"148496",206
"703970",206
"150284",206
"427644",206
"863175",206
"626121",206
"902828",206
"522446",206
"588137",206
"1017187",206
"779314",206
"369730",206
"315665",206
"1275231",206
"1460398",206
"895582",206
"1197988",206
"1008034",206
"1310890",206
"526134",205
"540549",205
"94260",205
"463287",205
"1112392",205
"1295492",205
"649676",205
"828128",205
"401393",205
"1126133",205
"201172",205
"1160",205
"656045",205
"246970",205
"233847",205
"549228",205
"1194670",205
"1257898",204
"386057",204
"576579",204
"236569",204
"354568",204
"760484",204
"211234",204
"1152708",204
"215849",204
"654936",204
"814351",204
"1155281",204
"460046",204
"1084031",204
"1466463",204
"1308677",204
"700884",204
"1242570",204
"1645463",204
"1489560",203
"651267",203
"611881",203
"588507",203
"950341",203
"244472",203
"1150148",203
"577179",203
"1147573",203
"532425",203
"470955",203
"972728",203
"630411",203
"766843",203
"16787",203
"769529",203
"408417",203
"514938",203
"504161",203
"551330",203
"864964",203
"639048",203
"714733",203
"559436",203
"1421108",203
"1373853",203
"563967",203
"1162633",203
"711730",202
"146861",202
"286740",202
"1169045",202
"338598",202
"566401",202
"763835",202
"616914",202
"458340",202
"1260364",202
"249391",202
"145922",202
"552842",202
"392032",202
"655305",202
"1466963",202
"573196",202
"415073",202
"1265361",202
"1035451",202
"831143",202
"968349",202
"766949",202
"1342565",202
"1197714",202
"670717",201
"547919",201
"280400",201
"1503589",201
"415837",201
"640851",201
"262320",201
"142057",201
"661320",201
"1256301",201
"1457",201
"977170",201
"1549924",201
"435399",201
"165897",201
"731132",201
"850967",201
"1098966",201
"622870",201
"538866",201
"647662",201
"360072",201
"786884",201
"393178",201
"1747579",201
"735511",201
"921486",201
"546856",201
"964531",201
"1220086",201
"1671073",201
"1614880",201
"1040455",201
"715141",200
"645366",200
"823599",200
"178258",200
"547877",200
"538741",200
"127371",200
"159775",200
"607243",200
"355817",200
"427848",200
"1231472",200
"670956",200
"793698",200
"162406",200
"233694",200
"905385",200
"592015",200
"1236766",200
"731446",200
"451375",200
"1254963",200
"875070",199
"1145679",199
"688818",199
"239139",199
"76420",199
"665176",199
"303209",199
"1108560",199
"585210",199
"860870",199
"538307",199
"480284",199
"684266",199
"182650",199
"241950",199
"1596649",199
"653807",199
"127911",199
"901041",199
"654128",199
"674792",199
"1671663",199
"1425028",199
"638826",199
"676320",199
"2300144",199
"780728",199
"1300826",199
"446857",198
"511629",198
"128899",198
"1043159",198
"962117",198
"74815",198
"1225092",198
"591026",198
"967625",198
"199139",198
"439172",198
"790612",198
"375726",198
"646517",198
"941195",198
"269128",198
"1323425",198
"517988",198
"457359",198
"915300",198
"996903",198
"691736",198
"495802",197
"837641",197
"153360",197
"1166369",197
"656295",197
"128674",197
"571016",197
"225804",197
"664874",197
"240753",197
"713053",197
"656468",197
"1339636",197
"1358233",197
"686315",197
"802482",197
"818144",197
"613220",196
"166307",196
"897815",196
"1201492",196
"578083",196
"744516",196
"840403",196
"836447",196
"1507376",196
"18644",196
"984911",196
"685955",196
"456835",196
"639137",196
"716240",196
"1657276",196
"676840",196
"1612042",196
"1243670",196
"1386307",196
"1016192",196
"744821",196
"1430133",196
"637382",196
"802967",195
"9942",195
"690345",195
"161011",195
"663963",195
"677764",195
"635038",195
"1079235",195
"180368",195
"197008",195
"115846",195
"682475",195
"601481",195
"402017",195
"529720",195
"478507",195
"630830",195
"624566",195
"647854",195
"990057",195
"923781",195
"1335996",195
"776785",195
"977517",195
"789057",194
"570385",194
"924048",194
"92181",194
"107044",194
"308312",194
"419356",194
"387496",194
"164158",194
"679549",194
"371589",194
"857534",194
"646845",194
"899503",194
"1338176",194
"572849",194
"1019185",194
"59431",194
"563784",194
"686874",194
"310158",194
"189600",194
"620747",194
"610258",194
"729374",194
"1525819",194
"652370",194
"221051",194
"1142950",194
"1121733",194
"461106",194
"333295",194
"454409",194
"1345350",194
"1471593",194
"1057276",193
"244336",193
"580593",193
"856409",193
"64434",193
"372841",193
"663199",193
"673570",193
"782470",193
"531996",193
"304634",193
"550177",193
"634381",193
"480944",193
"262175",193
"1603559",193
"237582",193
"687675",193
"1152998",193
"740712",193
"611107",193
"887005",193
"465392",193
"640333",193
"241203",193
"518888",193
"1357619",193
"155536",193
"636943",193
"800763",193
"240789",193
"651533",193
"1006056",193
"549923",193
"894784",193
"638924",193
"712098",193
"1335159",193
"108141",192
"636982",192
"1174948",192
"414272",192
"762277",192
"1185221",192
"300943",192
"527548",192
"620203",192
"80403",192
"542692",192
"512372",192
"1427507",192
"210278",192
"268705",192
"302562",192
"727893",192
"1577094",192
"212729",192
"1221233",192
"637467",192
"525635",192
"358341",192
"665341",192
"635116",192
"561979",192
"1158091",192
"145141",192
"655927",192
"113606",192
"1453497",192
"1634563",192
"964849",192
"1625280",192
"493840",191
"1278219",191
"614430",191
"1063711",191
"915672",191
"1085143",191
"689404",191
"884319",191
"406326",191
"326548",191
"412285",191
"459378",191
"158287",191
"720408",191
"357104",191
"207725",191
"553562",191
"296850",191
"1088432",191
"1321169",191
"1144320",191
"1231017",191
"1001709",191
"580687",191
"951305",190
"975140",190
"492223",190
"685356",190
"717899",190
"632985",190
"249211",190
"500730",190
"1160444",190
"734568",190
"171903",190
"365605",190
"639062",190
"541667",190
"348710",190
"688802",190
"520439",190
"851449",190
"235962",190
"531398",190
"115794",190
"575541",190
"656909",190
"495643",190
"1469661",190
"459245",190
"680324",190
"973020",190
"723545",190
"504255",190
"1677362",190
"691093",190
"1540382",190
"1462072",190
"1254291",190
"1193721",190
"841634",190
"1625267",190
"226148",189
"1617211",189
"701322",189
"278866",189
"10081",189
"909940",189
"715554",189
"150046",189
"651399",189
"731794",189
"390410",189
"730714",189
"666987",189
"976713",189
"890368",189
"1453144",189
"953721",188
"1453168",188
"262668",188
"773076",188
"1203295",188
"80834",188
"383369",188
"582725",188
"924231",188
"244075",188
"474795",188
"110568",188
"1157159",188
"557981",188
"118410",188
"738077",188
"193247",188
"1201368",188
"1357437",188
"1091238",187
"1262365",187
"283077",187
"252689",187
"655179",187
"1022246",187
"1573856",187
"292282",187
"245427",187
"1198197",187
"635355",187
"774484",187
"1208910",187
"1078367",187
"446943",187
"148387",187
"737014",187
"189866",187
"350490",187
"552145",187
"500009",187
"410639",187
"1432500",187
"700939",187
"905697",187
"969546",187
"1353688",187
"625512",187
"1085973",187
"751101",187
"721381",187
"775615",187
"1261346",187
"957217",187
"971938",186
"372415",186
"234604",186
"599826",186
"320504",186
"688124",186
"484808",186
"739685",186
"187727",186
"446423",186
"682352",186
"301619",186
"451638",186
"427043",186
"702198",186
"1268177",186
"291710",186
"412771",186
"362411",186
"434908",186
"562540",186
"565600",186
"479821",186
"450235",186
"819438",186
"682214",186
"1396377",186
"645459",186
"623113",186
"966218",186
"899210",186
"1081579",186
"705121",186
"733157",185
"957799",185
"352001",185
"807766",185
"90987",185
"404521",185
"461272",185
"125197",185
"148443",185
"4",185
"896358",185
"541248",185
"241280",185
"651599",185
"1246552",185
"677410",185
"625686",185
"674104",185
"792100",185
"462191",185
"471086",185
"300662",185
"1425795",185
"1226621",185
"518012",185
"1543233",185
